employee_id,first_name,last_name,email,phone_number,hire_date,job_id,salary,commission_pct,manager_id,department_id
51,Robert,Wilson,robert.wilson51@company.com,555-641-4160,2023-09-20,FIN,69166.24,,1,2
52,Karen,Gonzalez,karen.gonzalez52@company.com,555-354-8811,2022-08-10,HR,50561.58,,37,5
53,James,Taylor,james.taylor53@company.com,555-281-3247,2025-05-11,MGR,80256.23,,49,3
54,Michael,Lopez,michael.lopez54@company.com,555-744-2071,2025-03-28,CEO,250316.86,,28,2
55,Jessica,Moore,jessica.moore55@company.com,555-529-2053,2025-07-29,REP,59398.07,0.15,17,3
56,Jessica,Gonzalez,jessica.gonzalez56@company.com,555-335-1409,2025-06-06,ENG,109671.41,,24,3
57,Karen,Davis,karen.davis57@company.com,555-529-1410,2024-08-19,REP,40483.05,0.05,4,6
58,William,Moore,william.moore58@company.com,555-170-6810,2024-02-06,MGR,94710.29,,1,3
59,Joseph,Miller,joseph.miller59@company.com,555-689-3514,2021-12-21,SUP,54215.79,,15,3
60,Jessica,Smith,jessica.smith60@company.com,555-253-8338,2023-09-04,FIN,65217.65,,9,1
61,Richard,Hernandez,richard.hernandez61@company.com,555-712-2528,2025-05-11,REP,56163.75,0.15,13,5
62,Jessica,Martin,jessica.martin62@company.com,555-612-7741,2022-07-16,HR,72220.53,,51,3
63,John,Smith,john.smith63@company.com,555-660-6211,2022-02-21,SUP,57574.37,,50,4
64,Susan,Taylor,susan.taylor64@company.com,555-906-5930,2025-07-26,HR,72358.62,,48,2
65,Patricia,Jackson,patricia.jackson65@company.com,555-462-2830,2025-06-23,HR,73315.49,,10,2
66,Elizabeth,Williams,elizabeth.williams66@company.com,555-376-7141,2023-04-27,SUP,59289.99,,43,3
67,Charles,Thomas,charles.thomas67@company.com,555-717-9565,2022-09-15,SUP,37175.19,,30,3
68,Susan,Williams,susan.williams68@company.com,555-227-5788,2025-03-18,HR,47841.96,,48,1
69,William,Gonzalez,william.gonzalez69@company.com,555-893-7601,2023-07-28,REP,73720.47,0.1,52,3
70,David,Anderson,david.anderson70@company.com,555-344-5727,2023-09-25,CEO,230321.23,,59,2
71,Richard,Miller,richard.miller71@company.com,555-384-7449,2024-01-24,ENG,111504.65,,11,4
72,Sarah,Rodriguez,sarah.rodriguez72@company.com,555-135-4435,2022-12-05,CEO,237179.51,,71,2
73,Joseph,Davis,joseph.davis73@company.com,555-727-7502,2021-06-12,HR,69175.57,,52,4
74,Jennifer,Hernandez,jennifer.hernandez74@company.com,555-222-4317,2021-03-10,SUP,60810.62,,46,1
75,Thomas,Williams,thomas.williams75@company.com,555-198-6715,2022-08-14,MGR,130399.95,,7,6
76,John,Anderson,john.anderson76@company.com,555-923-2942,2024-09-26,HR,64015.52,,23,4
77,William,Garcia,william.garcia77@company.com,555-554-9269,2025-08-29,CEO,250141.42,,69,1
78,Thomas,Garcia,thomas.garcia78@company.com,555-535-9152,2023-05-26,HR,53462.01,,57,6
79,Barbara,Wilson,barbara.wilson79@company.com,555-197-4542,2023-10-01,SUP,47201.77,,39,5
80,William,Lopez,william.lopez80@company.com,555-398-1890,2024-08-11,REP,82575.59,0.1,2,1
81,Jessica,Martin,jessica.martin81@company.com,555-733-1246,2021-01-19,FIN,104576.05,,61,3
82,Mary,Thomas,mary.thomas82@company.com,555-982-8577,2022-07-05,ENG,99201.54,,60,2
83,Jessica,Taylor,jessica.taylor83@company.com,555-629-2320,2025-12-18,REP,49984.55,0.1,20,5
84,William,Smith,william.smith84@company.com,555-185-3989,2022-05-04,REP,59751.49,0.1,52,4
85,Mary,Jackson,mary.jackson85@company.com,555-800-7403,2025-01-23,FIN,80344.58,,12,5
86,Susan,Rodriguez,susan.rodriguez86@company.com,555-507-5143,2021-11-10,HR,59272.3,,73,4
87,Elizabeth,Martinez,elizabeth.martinez87@company.com,555-212-1457,2024-07-18,MGR,96551.32,,10,5
88,Mary,Smith,mary.smith88@company.com,555-719-9733,2025-01-14,CEO,179141.0,,30,6
89,Thomas,Smith,thomas.smith89@company.com,555-743-1595,2023-03-26,HR,69609.6,,6,1
90,Sarah,Hernandez,sarah.hernandez90@company.com,555-372-9037,2025-07-21,MGR,112095.28,,34,4
91,Elizabeth,Anderson,elizabeth.anderson91@company.com,555-226-9581,2025-10-25,SUP,46220.77,,82,3
92,Sarah,Johnson,sarah.johnson92@company.com,555-789-9125,2025-12-14,MGR,122749.37,,57,2
93,Michael,Hernandez,michael.hernandez93@company.com,555-412-2458,2023-02-09,SUP,41891.87,,36,5
94,Sarah,Brown,sarah.brown94@company.com,555-419-8037,2024-08-30,REP,65130.84,0.1,59,4
95,Susan,Hernandez,susan.hernandez95@company.com,555-855-2610,2025-03-10,FIN,89379.5,,46,5
96,Barbara,Jones,barbara.jones96@company.com,555-159-8990,2023-12-27,SUP,53723.59,,1,6
97,Jennifer,Rodriguez,jennifer.rodriguez97@company.com,555-558-8493,2021-11-22,MGR,81422.95,,5,2
98,Barbara,Brown,barbara.brown98@company.com,555-872-2554,2023-07-07,ENG,100069.61,,41,2
99,Michael,Moore,michael.moore99@company.com,555-683-4288,2021-03-14,SUP,52043.88,,45,2
100,Charles,Rodriguez,charles.rodriguez100@company.com,555-872-2704,2022-04-16,MGR,109082.22,,4,3
101,David,Jones,david.jones101@company.com,555-483-1766,2023-08-21,HR,49663.17,,15,6
102,Thomas,Wilson,thomas.wilson102@company.com,555-789-1970,2025-10-28,FIN,96792.44,,75,6
103,Thomas,Brown,thomas.brown103@company.com,555-454-9079,2023-05-19,HR,75007.13,,60,6
104,Joseph,Smith,joseph.smith104@company.com,555-741-4323,2025-11-20,REP,60909.98,0.15,47,2
105,Barbara,Gonzalez,barbara.gonzalez105@company.com,555-962-5105,2021-09-28,SUP,42874.55,,92,2
106,Jessica,Jackson,jessica.jackson106@company.com,555-845-6212,2025-06-24,FIN,60393.38,,4,1
107,James,Wilson,james.wilson107@company.com,555-674-8674,2022-05-23,MGR,111989.57,,44,2
108,Richard,Thomas,richard.thomas108@company.com,555-109-5906,2021-11-03,MGR,123263.4,,24,5
109,Patricia,Williams,patricia.williams109@company.com,555-588-9808,2024-10-28,SUP,56556.82,,4,4
110,Linda,Miller,linda.miller110@company.com,555-226-7417,2023-11-02,SUP,45710.4,,14,2
111,Mary,Brown,mary.brown111@company.com,555-988-9578,2022-05-21,MGR,127669.69,,98,3
112,James,Jones,james.jones112@company.com,555-279-9112,2025-02-22,SUP,59252.13,,58,4
113,Jennifer,Moore,jennifer.moore113@company.com,555-942-8167,2024-07-11,HR,68420.74,,82,5
114,Jessica,Gonzalez,jessica.gonzalez114@company.com,555-813-9675,2023-11-19,ENG,76952.36,,56,1
115,Joseph,Martin,joseph.martin115@company.com,555-971-5937,2025-04-09,HR,61987.91,,85,5
116,Elizabeth,Miller,elizabeth.miller116@company.com,555-776-9672,2021-05-12,REP,47298.65,0.2,102,6
117,Patricia,Gonzalez,patricia.gonzalez117@company.com,555-628-3647,2023-10-20,HR,51994.58,,82,1
118,Karen,Wilson,karen.wilson118@company.com,555-625-3247,2024-05-19,REP,61066.48,0.05,76,2
119,Charles,Wilson,charles.wilson119@company.com,555-326-2015,2021-06-14,HR,81633.91,,86,3
120,John,Moore,john.moore120@company.com,555-989-8487,2025-05-24,FIN,67516.02,,96,4
121,John,Johnson,john.johnson121@company.com,555-147-3491,2024-09-18,SUP,52830.04,,29,6
122,Jessica,Garcia,jessica.garcia122@company.com,555-222-3616,2023-07-14,SUP,45742.83,,25,4
123,Jennifer,Lopez,jennifer.lopez123@company.com,555-110-5451,2022-09-29,SUP,63422.2,,37,3
124,Mary,Wilson,mary.wilson124@company.com,555-874-6392,2023-11-24,SUP,59456.38,,107,4
125,Patricia,Jackson,patricia.jackson125@company.com,555-355-7703,2024-10-19,REP,68909.34,0.05,33,3
126,John,Miller,john.miller126@company.com,555-414-6526,2025-09-18,ENG,84474.63,,43,6
127,Patricia,Moore,patricia.moore127@company.com,555-672-1695,2025-09-25,CEO,353382.5,,104,4
128,Jennifer,Smith,jennifer.smith128@company.com,555-833-4667,2024-10-20,CEO,305232.66,,43,1
129,Michael,Lopez,michael.lopez129@company.com,555-572-1570,2022-02-12,FIN,94349.08,,91,5
130,James,Rodriguez,james.rodriguez130@company.com,555-771-7688,2023-08-31,ENG,110599.35,,76,1
131,Linda,Lopez,linda.lopez131@company.com,555-114-1241,2022-06-11,CEO,483852.0,,117,2
132,Patricia,Rodriguez,patricia.rodriguez132@company.com,555-465-8599,2023-05-16,SUP,35376.0,,86,5
133,Jessica,Hernandez,jessica.hernandez133@company.com,555-114-5769,2024-09-25,REP,73576.63,0.05,66,5
134,James,Rodriguez,james.rodriguez134@company.com,555-804-8067,2022-10-30,REP,58094.02,0.2,1,5
135,Richard,Moore,richard.moore135@company.com,555-371-9561,2024-05-12,REP,52602.63,0.1,45,3
136,James,Wilson,james.wilson136@company.com,555-816-1877,2021-02-12,REP,43902.82,0.05,33,6
137,Sarah,Jones,sarah.jones137@company.com,555-569-7251,2022-01-28,CEO,300536.89,,45,3
138,Jennifer,Gonzalez,jennifer.gonzalez138@company.com,555-992-2050,2022-06-23,REP,58913.42,0.05,58,1
139,Charles,Martin,charles.martin139@company.com,555-379-7468,2022-03-28,SUP,49884.96,,108,1
140,Sarah,Rodriguez,sarah.rodriguez140@company.com,555-710-6041,2024-12-15,FIN,60148.99,,7,4
141,Barbara,Brown,barbara.brown141@company.com,555-125-2868,2024-07-18,MGR,95464.82,,106,4
142,John,Rodriguez,john.rodriguez142@company.com,555-198-8733,2023-04-19,CEO,380904.71,,107,1
143,Linda,Moore,linda.moore143@company.com,555-513-6153,2024-12-17,CEO,466006.2,,107,2
144,Karen,Martinez,karen.martinez144@company.com,555-891-1586,2022-11-27,SUP,45208.25,,48,2
145,Linda,Johnson,linda.johnson145@company.com,555-323-9892,2023-09-08,FIN,61590.55,,139,5
146,Joseph,Moore,joseph.moore146@company.com,555-198-1339,2025-04-16,CEO,360209.08,,49,6
147,William,Moore,william.moore147@company.com,555-784-5364,2022-09-11,FIN,93304.96,,41,3
148,David,Wilson,david.wilson148@company.com,555-536-1231,2021-04-22,FIN,61080.37,,34,6
149,Linda,Garcia,linda.garcia149@company.com,555-762-2345,2024-01-20,HR,80446.76,,117,4
150,James,Brown,james.brown150@company.com,555-601-4374,2021-06-12,ENG,143904.05,,33,4
151,Sarah,Jones,sarah.jones151@company.com,555-890-4657,2022-04-09,MGR,130271.68,,77,5
152,James,Smith,james.smith152@company.com,555-630-8133,2025-07-08,REP,69333.59,0.1,79,5
153,Robert,Jones,robert.jones153@company.com,555-319-2000,2021-06-29,REP,71300.77,0.15,145,6
154,John,Rodriguez,john.rodriguez154@company.com,555-794-6788,2021-07-04,MGR,87106.43,,85,6
155,William,Jones,william.jones155@company.com,555-787-6245,2023-03-07,MGR,131730.54,,142,6
156,Sarah,Davis,sarah.davis156@company.com,555-277-2162,2022-02-04,CEO,359677.29,,108,3
157,Thomas,Taylor,thomas.taylor157@company.com,555-871-2879,2022-01-30,REP,60938.97,0.1,156,1
158,Thomas,Anderson,thomas.anderson158@company.com,555-777-9944,2025-07-23,HR,50316.97,,118,5
159,Barbara,Rodriguez,barbara.rodriguez159@company.com,555-977-9540,2024-09-15,SUP,40432.98,,34,4
160,Jennifer,Thomas,jennifer.thomas160@company.com,555-320-7404,2021-09-01,HR,52597.18,,147,3
161,John,Williams,john.williams161@company.com,555-662-9598,2023-02-27,ENG,100603.86,,23,1
162,Richard,Miller,richard.miller162@company.com,555-322-9897,2023-05-18,CEO,158565.61,,16,2
163,William,Martin,william.martin163@company.com,555-928-1049,2021-12-10,MGR,108985.23,,91,6
164,David,Brown,david.brown164@company.com,555-989-2447,2025-06-22,ENG,94006.28,,103,2
165,John,Wilson,john.wilson165@company.com,555-278-8952,2025-02-25,REP,63074.66,0.1,47,4
166,William,Martinez,william.martinez166@company.com,555-539-2141,2022-10-09,MGR,113637.43,,29,3
167,Elizabeth,Thomas,elizabeth.thomas167@company.com,555-867-6770,2023-12-09,SUP,58458.37,,50,1
168,David,Martin,david.martin168@company.com,555-360-8956,2024-04-19,FIN,104930.48,,136,5
169,William,Taylor,william.taylor169@company.com,555-918-3594,2022-02-05,SUP,42007.95,,95,5
170,Patricia,Martinez,patricia.martinez170@company.com,555-673-9087,2023-11-08,MGR,86038.03,,56,1
171,Barbara,Hernandez,barbara.hernandez171@company.com,555-106-7562,2021-11-26,REP,66641.1,0.05,130,6
172,Barbara,Hernandez,barbara.hernandez172@company.com,555-392-9809,2024-11-20,FIN,101928.45,,54,4
173,Karen,Martin,karen.martin173@company.com,555-477-1574,2024-08-19,FIN,70861.13,,73,5
174,Jennifer,Lopez,jennifer.lopez174@company.com,555-354-7299,2024-11-17,REP,49403.53,0.2,130,4
175,Elizabeth,Brown,elizabeth.brown175@company.com,555-133-1102,2022-12-06,CEO,388374.51,,41,2
176,Susan,Moore,susan.moore176@company.com,555-373-5022,2022-05-27,ENG,140127.46,,10,4
177,Jennifer,Anderson,jennifer.anderson177@company.com,555-148-5330,2025-08-09,ENG,84756.74,,103,2
178,Mary,Rodriguez,mary.rodriguez178@company.com,555-748-8828,2023-07-11,HR,55257.64,,173,3
179,Thomas,Moore,thomas.moore179@company.com,555-440-4687,2021-03-04,HR,60783.19,,50,1
180,Charles,Moore,charles.moore180@company.com,555-546-3218,2022-03-21,MGR,110634.43,,23,4
181,William,Anderson,william.anderson181@company.com,555-377-9880,2021-11-18,CEO,455123.39,,164,5
182,James,Taylor,james.taylor182@company.com,555-315-4410,2025-09-19,CEO,485040.89,,172,3
183,James,Rodriguez,james.rodriguez183@company.com,555-497-2327,2023-06-21,ENG,129936.83,,64,1
184,Elizabeth,Wilson,elizabeth.wilson184@company.com,555-469-7648,2023-12-10,FIN,82393.57,,172,5
185,Joseph,Martin,joseph.martin185@company.com,555-815-8808,2023-04-17,REP,62481.53,0.2,32,6
186,Thomas,Williams,thomas.williams186@company.com,555-214-5515,2021-09-24,FIN,65326.88,,19,1
187,Elizabeth,Martin,elizabeth.martin187@company.com,555-561-4983,2025-01-24,SUP,38984.63,,177,2
188,Susan,Taylor,susan.taylor188@company.com,555-879-5853,2023-10-06,REP,64890.66,0.2,24,4
189,Robert,Lopez,robert.lopez189@company.com,555-839-1643,2024-09-21,FIN,78883.68,,61,4
190,William,Williams,william.williams190@company.com,555-192-4940,2025-01-20,FIN,62349.59,,65,6
191,Susan,Davis,susan.davis191@company.com,555-626-4053,2022-11-01,HR,75030.76,,140,2
192,Karen,Smith,karen.smith192@company.com,555-239-1117,2023-05-10,ENG,120647.02,,92,5
193,Karen,Miller,karen.miller193@company.com,555-132-6263,2025-02-04,ENG,121033.19,,170,6
194,John,Garcia,john.garcia194@company.com,555-970-1970,2023-10-12,FIN,97313.6,,15,5
195,Linda,Lopez,linda.lopez195@company.com,555-770-6439,2022-07-12,REP,71068.83,0.05,93,2
196,Susan,Williams,susan.williams196@company.com,555-532-2944,2024-04-19,MGR,115786.03,,47,6
197,Elizabeth,Davis,elizabeth.davis197@company.com,555-798-5901,2023-03-02,MGR,86747.83,,107,6
198,Michael,Miller,michael.miller198@company.com,555-685-9702,2025-06-13,CEO,358955.08,,148,4
199,Charles,Lopez,charles.lopez199@company.com,555-104-6226,2025-07-19,ENG,151672.3,,60,3
200,Karen,Williams,karen.williams200@company.com,555-934-1003,2023-03-21,MGR,124219.55,,1,6
201,John,Hernandez,john.hernandez201@company.com,555-536-4875,2022-09-13,SUP,38460.78,,140,6
202,Sarah,Thomas,sarah.thomas202@company.com,555-142-3290,2024-10-26,ENG,95007.58,,160,3
203,James,Rodriguez,james.rodriguez203@company.com,555-857-6953,2024-05-18,SUP,41738.57,,79,2
204,Linda,Moore,linda.moore204@company.com,555-368-8343,2024-04-05,HR,59329.19,,135,1
205,Robert,Garcia,robert.garcia205@company.com,555-644-4748,2021-04-16,FIN,102844.8,,52,6
206,William,Jones,william.jones206@company.com,555-216-9783,2021-08-22,CEO,199998.59,,31,2
207,William,Williams,william.williams207@company.com,555-774-6094,2023-08-14,HR,72217.87,,54,3
208,Thomas,Jones,thomas.jones208@company.com,555-862-8536,2021-12-24,ENG,129734.37,,108,4
209,Richard,Rodriguez,richard.rodriguez209@company.com,555-712-5663,2021-08-17,REP,89196.75,0.05,165,5
210,Sarah,Thomas,sarah.thomas210@company.com,555-572-7525,2022-07-21,REP,57545.81,0.15,99,4
211,Jessica,Smith,jessica.smith211@company.com,555-983-6093,2024-01-24,SUP,60146.9,,76,3
212,William,Thomas,william.thomas212@company.com,555-367-6766,2025-06-27,MGR,130087.91,,135,2
213,Charles,Brown,charles.brown213@company.com,555-860-6469,2023-11-18,REP,85657.99,0.2,80,6
214,Charles,Williams,charles.williams214@company.com,555-644-8980,2022-01-07,REP,52057.32,0.05,132,4
215,Mary,Anderson,mary.anderson215@company.com,555-615-6568,2024-06-18,CEO,289815.69,,25,2
216,Elizabeth,Martin,elizabeth.martin216@company.com,555-533-7296,2023-09-08,ENG,107307.27,,191,4
217,Patricia,Anderson,patricia.anderson217@company.com,555-565-5483,2021-07-18,ENG,107763.39,,62,2
218,Charles,Jones,charles.jones218@company.com,555-598-7517,2021-07-04,ENG,102027.89,,146,3
219,Michael,Rodriguez,michael.rodriguez219@company.com,555-188-9358,2024-03-16,ENG,144427.45,,40,5
220,Thomas,Williams,thomas.williams220@company.com,555-783-4107,2024-04-04,ENG,116944.44,,3,2
221,John,Johnson,john.johnson221@company.com,555-432-5224,2022-11-10,SUP,37883.87,,45,4
222,Patricia,Smith,patricia.smith222@company.com,555-140-8991,2025-05-02,HR,73521.99,,37,3
223,Karen,Taylor,karen.taylor223@company.com,555-451-8737,2021-02-18,ENG,86263.53,,84,3
224,Patricia,Anderson,patricia.anderson224@company.com,555-906-7958,2022-12-09,REP,69746.77,0.05,185,4
225,Michael,Taylor,michael.taylor225@company.com,555-831-6365,2021-09-03,SUP,50909.39,,70,5
226,Mary,Miller,mary.miller226@company.com,555-511-7132,2023-03-07,MGR,108709.15,,16,6
227,William,Williams,william.williams227@company.com,555-402-3760,2022-04-01,REP,54016.92,0.05,132,1
228,Jessica,Hernandez,jessica.hernandez228@company.com,555-799-9235,2022-12-08,HR,50028.31,,61,3
229,Linda,Gonzalez,linda.gonzalez229@company.com,555-517-7966,2025-10-09,FIN,69127.93,,42,1
230,Barbara,Brown,barbara.brown230@company.com,555-493-2126,2021-01-31,MGR,136425.1,,62,6
231,Richard,Thomas,richard.thomas231@company.com,555-221-7658,2021-05-27,REP,84929.3,0.05,209,3
232,Elizabeth,Hernandez,elizabeth.hernandez232@company.com,555-561-6816,2021-01-01,REP,46598.21,0.05,152,4
233,Jennifer,Brown,jennifer.brown233@company.com,555-139-3378,2021-01-29,REP,68563.42,0.05,170,3
234,Patricia,Miller,patricia.miller234@company.com,555-988-8727,2024-05-14,MGR,122621.98,,5,4
235,Joseph,Gonzalez,joseph.gonzalez235@company.com,555-787-9022,2022-10-12,MGR,82611.61,,108,5
236,Michael,Brown,michael.brown236@company.com,555-331-3331,2022-08-30,FIN,73941.58,,116,4
237,Sarah,Johnson,sarah.johnson237@company.com,555-318-1200,2025-06-10,ENG,97490.44,,54,5
238,John,Martinez,john.martinez238@company.com,555-755-5625,2025-01-10,REP,49847.79,0.2,121,2
239,Karen,Davis,karen.davis239@company.com,555-297-5135,2025-08-25,ENG,106250.34,,38,5
240,Robert,Moore,robert.moore240@company.com,555-642-1757,2021-07-29,ENG,122621.84,,23,2
241,Richard,Martin,richard.martin241@company.com,555-337-8383,2024-07-17,REP,84907.93,0.15,232,5
242,Patricia,Moore,patricia.moore242@company.com,555-693-3656,2024-06-13,HR,82301.5,,39,6
243,Karen,Johnson,karen.johnson243@company.com,555-521-2141,2024-02-05,MGR,121864.89,,150,6
244,Mary,Davis,mary.davis244@company.com,555-157-9595,2021-01-24,SUP,36827.37,,139,4
245,David,Taylor,david.taylor245@company.com,555-491-7427,2022-07-11,REP,83197.11,0.2,117,6
246,Jennifer,Martin,jennifer.martin246@company.com,555-551-2471,2025-09-27,ENG,112111.89,,170,2
247,Mary,Davis,mary.davis247@company.com,555-946-3700,2021-12-12,MGR,116185.65,,97,6
248,James,Moore,james.moore248@company.com,555-364-5594,2024-12-09,MGR,121307.98,,45,2
249,Sarah,Hernandez,sarah.hernandez249@company.com,555-903-1677,2022-09-18,HR,53812.54,,185,2
250,Jessica,Martin,jessica.martin250@company.com,555-471-6627,2025-07-29,REP,85585.69,0.05,30,2
251,Barbara,Hernandez,barbara.hernandez251@company.com,555-924-2327,2024-05-06,SUP,39170.84,,202,6
252,Thomas,Brown,thomas.brown252@company.com,555-906-1573,2021-03-22,ENG,137844.4,,157,3
253,Elizabeth,Anderson,elizabeth.anderson253@company.com,555-165-6098,2021-05-24,HR,50227.14,,212,5
254,Jessica,Hernandez,jessica.hernandez254@company.com,555-576-9959,2023-07-29,SUP,52597.98,,26,5
255,Elizabeth,Miller,elizabeth.miller255@company.com,555-338-4271,2023-06-14,SUP,52248.4,,12,2
256,Patricia,Davis,patricia.davis256@company.com,555-687-9310,2022-12-19,HR,52985.74,,121,1
257,William,Rodriguez,william.rodriguez257@company.com,555-354-2173,2023-09-19,SUP,61635.09,,75,5
258,Susan,Martin,susan.martin258@company.com,555-885-4616,2023-05-29,HR,49424.42,,117,5
259,Robert,Gonzalez,robert.gonzalez259@company.com,555-529-4219,2022-06-04,CEO,391732.21,,70,4
260,Richard,Jackson,richard.jackson260@company.com,555-875-2119,2024-06-25,FIN,70917.62,,150,4
261,Richard,Garcia,richard.garcia261@company.com,555-114-7382,2025-11-19,SUP,60977.06,,184,1
262,Richard,Miller,richard.miller262@company.com,555-629-1100,2023-12-06,SUP,50028.05,,26,2
263,Patricia,Smith,patricia.smith263@company.com,555-511-6610,2021-09-26,MGR,106987.98,,223,5
264,Joseph,Brown,joseph.brown264@company.com,555-451-8999,2024-10-12,HR,45403.9,,110,1
265,Charles,Williams,charles.williams265@company.com,555-412-2524,2022-03-30,CEO,238824.58,,110,1
266,Joseph,Hernandez,joseph.hernandez266@company.com,555-277-9595,2022-08-06,ENG,88839.85,,35,2
267,Elizabeth,Jones,elizabeth.jones267@company.com,555-198-6322,2025-02-08,REP,82271.01,0.2,12,6
268,Joseph,Martin,joseph.martin268@company.com,555-354-7999,2022-05-11,MGR,97002.34,,60,5
269,Patricia,Jones,patricia.jones269@company.com,555-498-3807,2025-03-02,HR,46794.73,,40,2
270,Susan,Brown,susan.brown270@company.com,555-897-1691,2023-09-29,FIN,74285.23,,6,5
